distance,stellar_magnitude,mass_multiplier,mass_wrt,radius_multiplier,radius_wrt,orbital_radius,orbital_period,eccentricity,planet_type
61,10.38,8.62,0,0.256,1,0.063,0.021355236,0.2,1
61,10.38,12.44,0,0.318,1,0.099,0.041341547,0.2,1
84,8.97,6.3566,0,0.214,1,0.07,0.022176592,0.19,1
105,10.53,18.8,0,0.406,1,0.335,0.23874058,0.21,1
191,8.31,1.19247,1,0.268,1,0.0787,0.021081451,0.32,1
215,9.92,20,0,0.244,1,0.089,0.028199865,0.16,1
215,9.92,9.9,0,0.278,1,0.124,0.04599589,0.25,1
104,6.38,5.32,0,2.164,0,0.1027,0.030663928,0.28,1
616,10.651,21.8,0,0.346,1,0.0301,0.004654347,0,1
646,11.752,30,0,0.32,1,0.0833,0.022724163,0,1
888,12.429,27,0,0.343,1,0.137,0.05284052,0.31,1
654,11.13,11.3,0,0.301,1,0.1166,0.04298426,0.07,1
1049,14,6.99,0,0.227,1,0.245,0.13935661,0.2,1
1193,14.818,6.94,0,0.226,1,0.0698,0.021081451,0.07,1
527,14.781,8.05,0,0.246,1,0.1649,0.08487337,0.06,1
458,16.692,8.75,0,0.259,1,0.049,0.017522246,0.08,1
405,16.4,5.39,0,2.18,0,0.121,0.059685145,0.08,1
1065,12.38,6.04,0,0.208,1,0.0802,0.022724163,0,1
193,11.101,8.8,0,0.26,1,0.11728,0.047364816,0.13,1
661,12.246,6.31,0,0.205,1,0.04461,0.009856262,0.05,1
661,12.246,12.97,0,0.302,1,0.0782,0.022724163,0.08,1
661,12.246,4.32,0,0.269,1,0.23109,0.114989735,0.06,1
1188,15.78,20.7,0,0.429,1,0.0627,0.022997946,0.14,1
354,13.728,5.86,0,0.204,1,0.1716,0.08925393,0,1
237,12.773,7.27,0,0.232,1,0.0946,0.038056124,0,1
644,11.774,7.46,0,0.236,1,0.0887,0.027652293,0,1
558,11.995,5.73,0,0.202,1,0.1013,0.03394935,0,1
1611,14.758,6.71,0,0.221,1,0.091,0.03230664,0,1
1556,12.081,5.43,0,2.19,0,0.0858,0.023271732,0,1
264,8.24,5.75,0,0.202,1,0.0999,0.027378507,0.41,1
1093,14.668,6.99,0,0.227,1,0.1229,0.05229295,0,1
326,12.456,7.27,0,0.232,1,0.126,0.053661875,0,1
408,13.411,5.6,0,2.23,0,0.119,0.049281314,0.18,1
1177,12.669,8.45,0,0.253,1,0.0706,0.01889117,0,1
505,11.833,20,0,0.24,1,0.0526,0.012867898,0.04,1
1073,12.867,5.9,0,0.205,1,0.0932,0.02956879,0,1
1073,12.867,5.9,0,0.205,1,0.1527,0.06187543,0,1
1079,13.102,6.35,0,0.214,1,0.072,0.01943874,0,1
1458,12.657,8.4,0,0.252,1,0.0785,0.021355236,0,1
790,12.398,6.8,0,0.223,1,0.068,0.0183436,0,1
124,13.477,7.51,0,0.236,1,0.06,0.024640657,0.47,1
1344,13.341,14.8,0,0.352,1,0.1184,0.04052019,0,1
1028,12.524,9.96,0,0.279,1,0.1208,0.043531828,0,1
808,12.199,7.08,0,0.228,1,0.0806,0.022997946,0,1
351,12.358,12.4,0,0.254,1,0.0662,0.020260096,0.03,1
945,13.024,32.4,0,0.624,1,0.074,0.02162902,0.2,1
945,13.024,10.8,0,0.366,1,0.0971,0.032580424,0.21,1
356,12.977,7.51,0,0.236,1,0.0785,0.026830938,0,1
981,11.806,6.48,0,0.217,1,0.0834,0.023545519,0,1
273,12.851,4.04,0,1.84,0,0.076,0.025462013,0.1,1
762,11.873,6.3,0,0.213,1,0.1104,0.037508555,0,1
331,9.543,6.3,0,0.213,1,0.1211,0.042162903,0,1
898,12.7,6.39,0,0.215,1,0.0886,0.027652293,0,1
1167,11.836,12,0,0.311,1,0.134,0.043531828,0,1
795,15.565,1.4,1,0.205,1,0.009,0.00109514,0.19,1
488,11.97,7.04,0,0.227,1,0.1567,0.0733744,0,1
356,16.414,6.99,0,0.227,1,0.0494,0.01779603,0,1
871,10.971,5.35,0,2.17,0,0.1087,0.031485286,0,1
1488,12.755,17.4,0,0.387,1,0.0959,0.032580424,0,1
2295,14.792,12,0,0.311,1,0.0602,0.015879534,0,1
842,14.857,5.14,0,2.12,0,0.0304,0.006297057,0,1
842,14.857,5.43,0,2.19,0,0.0615,0.01779603,0,1
1325,13.497,7.13,0,0.229,1,0.0699,0.019712524,0,1
1702,12.646,8.2,0,0.249,1,0.1151,0.03394935,0,1
556,11.275,19,0,0.482,1,0.154,0.05722108,0.06,1
556,11.275,15.4,0,0.669,1,0.247,0.11581109,0.07,1
1353,14.314,6.53,0,0.218,1,0.0459,0.010951404,0,1
480,15.66,6.12,0,0.21,1,0.0694,0.025462013,0,1
743,14.238,5.43,0,2.19,0,0.0923,0.033127997,0,1
625,13.662,8.75,0,0.259,1,0.0274,0.005475702,0,1
1842,14.954,7.41,0,0.235,1,0.0578,0.015058179,0,1
2159,13.361,9.27,0,0.268,1,0.149,0.05229295,0,1
1358,12.511,5.99,0,0.207,1,0.1271,0.042436685,0,1
147,16.21,24.5,0,0.306,1,0.0287,0.009582478,0.43,1
605,16.701,5.61,0,2.231,0,0.05023,0.015879534,0.5,1
605,16.701,7.6,0,0.238,1,0.11283,0.053935662,0.45,1
253,11.625,11.26782,0,0.294,1,0.01306,0.001916496,0,1
253,11.625,8.9,0,0.261,1,0.1035,0.040246405,0.05,1
253,11.625,14.3,0,0.244,1,0.1249,0.05338809,0.04,1
1069,13.848,7.7,0,0.24,1,0.0819,0.025462013,0,1
323,14.528,7.61,0,0.238,1,0.0962,0.039972622,0,1
915,13.847,9.01,0,0.263,1,0.0497,0.012046544,0,1
1380,13.872,9.96,0,0.279,1,0.1007,0.039698835,0,1
1005,13.246,9.53,0,0.272,1,0.0729,0.032032855,0,1
403,11.974,6.08,0,0.209,1,0.0277,0.009034907,0,1
403,11.974,5.52,0,2.21,0,0.0881,0.022997946,0,1
1592,14.654,13.7,0,0.336,1,0.1291,0.051197812,0,1
2565,13.446,9.17,0,0.266,1,0.0488,0.009034907,0,1
814,12.689,30.9,0,0.4,1,0.06702,0.018617386,0.25,1
1277,12.524,37.1,0,0.669,1,0.1461,0.05448323,0.35,1
1619,14.21,6.8,0,0.223,1,0.0499,0.011498973,0,1
1314,14.364,12.2,0,0.314,1,0.0291,0.005201916,0,1
350,13.265,8.15,0,0.248,1,0.04771,0.013141684,0.08,1
505,12.075,15.68,0,0.315,1,0.0824,0.01943874,0,1
505,12.075,6.5,0,0.221,1,0.1178,0.028747434,0,1
505,12.075,10.7,0,1.95,0,0.18041,0.04052019,0,1
248,12.881,5.06,0,2.1,0,0.1768,0.07501711,0,1
205,16.526,5.99,0,0.207,1,0.0214,0.006297057,0,1
373,9.885,24.5,0,0.235,1,0.13,0.046543464,0.04,1
575,17.74,8.91,0,0.261,1,0.0542,0.016974675,0,1
682,12.213,8.2,0,0.249,1,0.1516,0.07310062,0,1
355,17.81,7.37,0,0.234,1,0.0142,0.005475702,0,1
386,14.935,5.06,0,2.1,0,0.1275,0.068172485,0,1
446,15.223,6.48,0,0.217,1,0.0331,0.009034907,0,1
364,17.77,5.48,0,2.2,0,0.0419,0.01889117,0,1
921,15.982,5.82,0,0.203,1,0.0198,0.003559206,0,1
514,12.304,15,0,0.473,1,0.0795,0.024640657,0.03,1
514,12.304,8.1,0,0.28,1,0.13843,0.056673512,0.05,1
514,12.304,6.7,0,0.311,1,0.18422,0.08678987,0.05,1
454,15.838,3.7,1,0.45,1,0.0409,0.014784395,0,1
1633,13.707,5.69,0,0.201,1,0.0632,0.015605749,0,1
1160,13.268,5.86,0,0.204,1,0.1599,0.057494868,0,1
1689,13.748,13.4,0,0.332,1,0.145,0.044626966,0,1
1567,13.699,7.65,0,0.239,1,0.0863,0.030937715,0,1
358,11.726,7.8,0,0.278,1,0.05574,0.01451061,0,1
587,12.573,8,0,0.245,1,0.0654,0.017522246,0,1
587,12.573,7.9,0,0.244,1,0.1103,0.038603697,0,1
1003,10.831,28.6047,0,0.56,1,0.05708,0.012594113,0,1
2134,15.746,5.13,0,2.116,0,0.0586,0.01615332,0,1
1295,15.006,5.27,0,2.15,0,0.0617,0.0183436,0,1
595,15.748,18.5,0,0.402,1,0.03784,0.009582478,0.07,1
1555,12.27,6.5,0,0.217,1,0.06,0.015605749,0,1
1616,15.746,36.4,0,0.599,1,0.0224,0.004654347,0.1,1
1023,14.345,5.65,0,0.2,1,0.1344,0.056125943,0,1
756,14.855,5.06,0,2.1,0,0.078,0.027378507,0.08,1
450,12.634,7.27,0,0.232,1,0.098,0.03340178,0,1
520,13.519,14,0,0.341,1,0.03486,0.007665982,0.07,1
862,14.414,5.06,0,2.1,0,0.0746,0.024640657,0,1
593,12.415,7.65,0,0.239,1,0.0692,0.01943874,0,1
1016,14.266,6.39,0,0.215,1,0.1354,0.056673512,0,1
1016,14.266,5.9,0,0.205,1,0.0905,0.030937715,0,1
662,14.974,5.73,0,0.202,1,0.0818,0.029842572,0,1
1323,13.173,6.71,0,0.221,1,0.0392,0.007118412,0,1
367,12.391,5.22,0,2.14,0,0.0636,0.0183436,0,1
367,12.391,5.22,0,2.14,0,0.1148,0.044353183,0,1
1688,12.98,10.5,0,0.287,1,0.1627,0.05557837,0,1
1688,12.98,14.5,0,0.348,1,0.189,0.069815196,0,1
589,16.024,5.99,0,0.207,1,0.0591,0.01943874,0,1
1033,12.66,6.8,0,0.223,1,0.1898,0.08459959,0,1
760,13.074,8.7,0,0.258,1,0.1112,0.03832991,0,1
500,16.14,5.27,0,2.15,0,0.0559,0.019164955,0,1
878,11.345,6.57,0,0.219,1,0.07619,0.02053388,0,1
1232,12.715,5.95,0,0.206,1,0.1402,0.053661875,0,1
1833,12.803,7.61,0,0.238,1,0.081,0.021355236,0,1
1833,12.803,8.1,0,0.247,1,0.1429,0.050102666,0,1
462,12.224,1.9,1,0.205,1,0.076,0.022450376,0.14,1
835,12.152,15.4,0,0.361,1,0.0987,0.030116359,0,1
2409,13.453,7.61,0,0.238,1,0.1814,0.07857632,0,1
929,13.386,6.39,0,0.215,1,0.0665,0.017522246,0,1
1316,14.801,12.5,0,0.319,1,0.0856,0.028473647,0,1
1316,14.801,6.39,0,0.215,1,0.0532,0.013963039,0,1
438,13.707,7.27,0,0.232,1,0.096,0.037508555,0.07,1
587,17.236,11,0,0.295,1,0.0525,0.027652293,0.16,1
1692,12.216,32.2,0,0.464,1,0.0974,0.027652293,0,1
271,15.86,5.69,0,0.201,1,0.091,0.050376453,0,1
13,8.86,7,0,0.227,1,0.311,0.33264887,0.23,1
3639,13.23,20.3,0,0.425,1,0.5337,0.32854208,0,1
3030,15.582,10.1,0,0.281,1,0.1129,0.039151266,0,1
3760,13.705,32.5,0,0.56,1,0.0671,0.01451061,0,1
1158,15.758,5.35,0,2.17,0,0.0796,0.031211497,0,1
994,11.055,7.05,0,2.2,0,0.109,0.03504449,0.02,1
1890,14.964,5.99,0,0.207,1,0.193,0.09390828,0,1
2403,15.294,8.6,0,0.256,1,0.0633,0.015879534,0,1
1377,14.563,5.27,0,2.15,0,0.137,0.051745377,0,1
2038,14.866,6.3,0,0.213,1,0.121,0.045448326,0,1
2412,12.825,12.3,0,0.317,1,0.1396,0.043805614,0,1
4576,15.531,5.39,0,2.18,0,0.0307,0.005475702,0,1
4576,15.531,13.1,0,0.328,1,0.4389,0.28939083,0,1
3295,15.103,7.18,0,0.23,1,0.253,0.13442847,0,1
1355,14.211,5.82,0,0.203,1,0.3878,0.26529774,0,1
2642,15.207,6.04,0,0.208,1,0.1034,0.036960986,0,1
1370,15.758,6.17,0,0.211,1,0.0805,0.030116359,0,1
2264,14.7121,7.41,0,0.235,1,0.301,0.17002054,0,1
3547,16.272,14.5,0,0.349,1,0.3033,0.1817933,0,1
1146,14.463,5.52,0,2.21,0,0.1977,0.09993155,0,1
2475,16.003,6.71,0,0.221,1,0.1338,0.05284052,0,1
4748,16.186,6.85,0,0.224,1,0.0761,0.020807665,0,1
2135,15.269,5.73,0,0.202,1,0.0965,0.033127997,0,1
1597,13.87,9.32,0,0.269,1,0.4629,0.33648187,0,1
1905,15.03,12.2,0,0.315,1,0.5238,0.40657085,0,1
1614,11.883,9.7,0,0.301,1,0.1269,0.043805614,0.03,1
1614,11.883,36.1,0,0.459,1,0.6372,0.49171802,0.02,1
4847,14.576,8.96,0,0.262,1,0.1688,0.0678987,0,1
2150,16.004,5.43,0,2.19,0,0.0756,0.027652293,0,1
2947,14.949,7.04,0,0.227,1,0.2159,0.10540725,0,1
4172,15.478,7.61,0,0.238,1,0.0741,0.018617386,0,1
3074,15.879,7.7,0,0.24,1,0.1616,0.07227926,0,1
1307,12.697,9.96,0,0.279,1,0.153,0.06488707,0,1
1307,12.697,12.5,0,0.319,1,0.257,0.14182067,0,1
2705,13.212,11.5,0,0.303,1,0.1891,0.07118412,0,1
3078,14.932,8.91,0,0.261,1,0.2046,0.095551,0,1
3557,14.143,7.41,0,0.235,1,0.054,0.011772759,0,1
3205,14.772,9.32,0,0.269,1,0.1629,0.075290896,0,1
3920,15.825,11.2,0,0.3,1,0.1138,0.038603697,0,1
1605,15.869,7.85,0,0.243,1,0.3679,0.30390143,0,1
1498,12.981,5.1,0,0.429,1,0.066,0.014784395,0.47,1
3088,14.827,6.26,0,0.212,1,0.2495,0.12840521,0,1
3662,15.744,13.4,0,0.333,1,0.0455,0.009856262,0,1
1123,13.115,6.17,0,0.211,1,0.0299,0.005201916,0,1
4807,16.096,12.8,0,0.324,1,0.1309,0.046269678,0,1
3400,15.881,6.26,0,0.212,1,0.0615,0.016974675,0,1
2642,14.749,5.9,0,0.205,1,0.0805,0.023819301,0,1
3593,14.923,8.1,0,0.247,1,0.2101,0.094182074,0,1
1716,12.543,8.6,0,0.259,1,0.12639,0.040246405,0,1
4511,13.486,10.8,0,0.293,1,0.3781,0.21163587,0,1
2944,16.103,11.2,0,0.3,1,0.1899,0.091444224,0,1
4451,15.273,10.7,0,0.292,1,0.3002,0.15550992,0,1
1520,16.002,6.53,0,0.218,1,0.1198,0.05147159,0,1
1520,16.002,8.96,0,0.262,1,0.503,0.4421629,0,1
2801,15.31,5.69,0,0.201,1,0.6364,0.54401094,0,1
2801,15.31,10.9,0,0.294,1,0.2274,0.11608488,0,1
4211,15.318,10.2,0,0.284,1,0.3625,0.21382615,0,1
2348,15.652,10.7,0,0.291,1,0.5791,0.51389456,0,1
3336,15.137,8.4,0,0.252,1,0.0337,0.006023272,0,1
1549,12.398,7.3,0,0.211,1,0.0683,0.01779603,0.21,1
1549,12.398,21.8,0,0.225,1,0.1506,0.05804244,0.03,1
2422,15.156,6.66,0,0.22,1,0.3483,0.22258727,0,1
4065,14.928,7.56,0,0.237,1,0.2731,0.14045174,0,1
4345,14.294,5.77,0,0.203,1,0.1473,0.054209445,0,1
2235,14.405,5.43,0,2.19,0,0.2466,0.10294318,0,1
1913,13.003,5.52,0,2.21,0,0.198,0.08678987,0,1
2371,16.274,7.56,0,0.237,1,0.0754,0.026557151,0,1
5452,14.74,9.38,0,0.269,1,0.1239,0.03942505,0,1
3503,14.943,8.3,0,0.251,1,0.2415,0.11581109,0,1
3290,15.424,6.99,0,0.227,1,0.233,0.11416838,0,1
2898,15.238,7.95,0,0.244,1,0.2079,0.105954826,0,1
3534,15.934,12.9,0,0.326,1,0.302,0.16865161,0,1
3862,15.661,9.06,0,0.264,1,0.1644,0.06652977,0,1
3862,15.661,7.9,0,0.244,1,0.3528,0.20944558,0,1
1674,13.927,6.17,0,0.211,1,0.076,0.022997946,0,1
1674,13.927,6.35,0,0.214,1,0.172,0.07830253,0,1
2831,15.818,6.12,0,0.21,1,0.2881,0.17221081,0,1
3081,16.233,7.46,0,0.236,1,0.1242,0.04681725,0,1
3007,12.827,5.48,0,2.2,0,0.1871,0.065434635,0,1
856,13.655,8.7,0,2.18,0,0.0763,0.02436687,0,1
2141,15.751,8.1,0,0.247,1,0.1478,0.06598221,0,1
1811,15.493,12.6,0,0.321,1,0.6477,0.5765914,0,1
5406,15.613,7.32,0,0.233,1,0.0961,0.02902122,0,1
847,13.961,3.9,0,0.226,1,0.08358,0.03230664,0,1
2226,15.005,5.56,0,2.22,0,0.3197,0.17960301,0,1
4763,14.953,6.08,0,0.209,1,0.0631,0.014236824,0,1
4763,14.953,6.17,0,0.211,1,0.0875,0.023271732,0,1
4842,13.618,6.08,0,0.209,1,0.1246,0.036960986,0,1
3959,14.678,6.21,0,0.211,1,0.1603,0.062149215,0,1
2034,13.545,7.27,0,0.232,1,0.087,0.024640657,0,1
3515,16.006,5.22,0,2.14,0,0.0755,0.021902807,0,1
1787,16.163,5.18,0,2.13,0,0.0784,0.029295003,0,1
3067,15.749,5.52,0,2.21,0,0.19,0.08925393,0,1
5138,14.521,11.2,0,0.3,1,0.1969,0.08213552,0,1
2455,15.755,6.8,0,0.223,1,0.2663,0.15277207,0,1
3116,13.744,11.6,0,0.305,1,0.069,0.016427105,0,1
3116,13.744,5.9,0,0.205,1,0.116,0.035865847,0,1
3427,16.204,6.39,0,0.215,1,0.088,0.027378507,0,1
1869,11.647,7.08,0,0.228,1,0.0284,0.003832991,0,1
4262,16.083,10.3,0,0.285,1,0.168,0.07118412,0,1
3660,15.972,9.22,0,0.267,1,0.2181,0.10376455,0,1
2821,15.27,6.57,0,0.219,1,0.1589,0.066255994,0,1
4748,14.282,29.875,0,0.719,1,0.1445,0.05147159,0.05,1
5041,15.742,6.39,0,0.215,1,0.0981,0.030663928,0,1
6260,15.968,8.35,0,0.252,1,0.1793,0.078028746,0,1
3777,14.99,7.65,0,0.239,1,0.2863,0.1467488,0,1
4362,15.367,5.6,0,2.23,0,0.1281,0.044079397,0,1
3329,14.73,7.32,0,0.233,1,0.1401,0.051745377,0,1
4254,15.858,6.17,0,0.211,1,0.1693,0.068993844,0,1
3009,15.009,5.6,0,2.23,0,0.3179,0.18124571,0,1
2290,14.375,12.6,0,0.321,1,0.035,0.006570842,0,1
2108,13.817,2.9,0,0.256,1,0.107,0.03559206,0.03,1
2108,13.817,7.3,0,0.278,1,0.155,0.062149215,0,1
2108,13.817,8,0,0.374,1,0.195,0.08761123,0.01,1
2108,13.817,2,0,0.222,1,0.25,0.12785764,0.01,1
2108,13.817,25,0,0.297,1,0.466,0.32416153,0.15,1
3080,14.765,5.86,0,0.204,1,0.1183,0.04161533,0,1
3834,15.833,8.96,0,0.262,1,0.179,0.07857632,0,1
3834,15.45,9.53,0,0.272,1,0.3877,0.2346338,0,1
2692,16.256,5.99,0,0.207,1,0.0901,0.030390145,0,1
5958,16.016,7.04,0,0.227,1,0.0985,0.030116359,0,1
4295,15.133,5.22,0,2.14,0,0.1082,0.035318274,0,1
2379,15.459,6.17,0,0.211,1,0.128,0.05147159,0,1
2873,12.339,5.14,0,2.12,0,0.1418,0.044079397,0,1
1665,14.904,6.08,0,0.209,1,0.039,0.008761123,0,1
1665,14.904,5.77,0,0.203,1,0.216,0.112251885,0,1
2035,14.276,5.86,0,0.204,1,0.4092,0.25817934,0,1
3352,14.403,6.08,0,0.209,1,0.064,0.015879534,0,1
3352,14.403,29,0,0.524,1,0.108,0.034223136,0,1
3352,14.403,5.48,0,2.2,0,0.155,0.05913758,0,1
3352,14.403,27.7,0,0.232,1,0.227,0.10403833,0,1
4450,15.628,7.8,0,0.242,1,0.0921,0.027378507,0,1
3845,14.82,7.27,0,0.232,1,0.263,0.123477064,0,1
2990,15.915,8.3,0,0.251,1,0.096,0.032580424,0,1
3261,16.145,5.22,0,2.14,0,0.1803,0.08514716,0,1
3472,16.012,8.55,0,0.255,1,0.3778,0.23162217,0,1
6983,15.391,8.75,0,0.259,1,0.0625,0.014236824,0,1
3160,15.886,7.41,0,0.235,1,0.1336,0.050924025,0,1
2243,15.714,5.73,0,0.202,1,0.1039,0.037234772,0,1
3412,15.925,6.04,0,0.208,1,0.1091,0.037508555,0,1
6213,15.391,6.26,0,0.212,1,0.167,0.06652977,0,1
5275,15.308,5.99,0,0.207,1,0.2226,0.09938398,0,1
598,15.431,6.21,0,0.211,1,0.041,0.011498973,0,1
2428,15.817,5.73,0,0.202,1,0.239,0.13251199,0,1
2770,16.016,7.18,0,0.23,1,0.1689,0.078028746,0,1
4500,15.846,9.32,0,0.269,1,0.1057,0.03559206,0,1
774,10.505,6.8,0,0.223,1,0.448,0.27460644,0.02,1
3572,13.562,11,0,0.296,1,0.0663,0.016427105,0,1
3935,14.734,6.21,0,0.211,1,0.2705,0.13990417,0,1
3635,16.03,6.76,0,0.222,1,0.1857,0.07830253,0,1
1151,11.746,7.56,0,0.237,1,0.2,0.08049281,0.03,1
1151,11.746,7.46,0,0.236,1,0.28,0.13305955,0.03,1
4418,15.278,5.27,0,2.15,0,0.0991,0.030937715,0,1
6053,15.361,10.3,0,0.285,1,0.4684,0.31676933,0,1
4583,15.962,9.17,0,0.266,1,0.1357,0.05448323,0,1
7098,15.408,5.86,0,0.204,1,0.1202,0.044079397,0,1
3310,15.636,6.66,0,0.22,1,0.1369,0.049281314,0,1
2756,16.5119,6.21,0,0.211,1,0.1679,0.0788501,0,1
1033,11.572,8.75,0,0.259,1,0.178,0.075290896,0,1
976,12.491,5.06,0,2.1,0,0.0603,0.014784395,0,1
463,17.816,22.9,0,0.456,1,0.0504,0.014784395,0,1
2612,14.119,12.3,0,0.316,1,0.3859,0.24093087,0,1
1550,15.531,9.85,0,0.277,1,0.6085,0.5839836,0,1
2509,17.5054,21.5,0,0.439,1,0.0781,0.030390145,0,1
2509,17.5054,6.35,0,0.214,1,0.0267,0.006023272,0,1
2509,17.5054,7.41,0,0.234,1,0.0501,0.015605749,0,1
4405,15.876,5.29,0,2.155,0,0.0652,0.01779603,0,1
3175,15.311,8.55,0,0.255,1,0.2004,0.09281315,0,1
2278,12.842,16.3,0,0.373,1,0.2743,0.11608488,0,1
1918,15.958,5.35,0,2.17,0,0.0747,0.025462013,0,1
3042,15.421,8.3,0,0.251,1,0.4382,0.30006844,0,1
3990,15.461,5.86,0,0.204,1,0.1229,0.042710472,0,1
1963,16.21,6.39,0,0.215,1,0.1441,0.06680356,0,1
2132,12.896,8.45,0,0.253,1,0.204,0.0862423,0,1
1556,15.356,9.22,0,0.267,1,0.4498,0.36413416,0,1
4420,13.775,6.17,0,0.211,1,0.2638,0.12210814,0,1
1111,16.577,6.9,0,0.225,1,0.0413,0.012320329,0,1
3652,14.59,9.11,0,0.265,1,0.3521,0.20971936,0,1
2006,15.987,8.4,0,0.252,1,0.2769,0.16290212,0,1
4946,14.007,11.5,0,0.303,1,0.2866,0.11088296,0,1
2385,16.05,7.27,0,0.232,1,0.4626,0.37289527,0,1
3448,13.196,5.27,0,2.15,0,0.1284,0.036413416,0,1
4034,15.621,7.7,0,0.24,1,0.1741,0.070910335,0,1
3518,15.991,5.86,0,0.204,1,0.0918,0.029295003,0,1
1652,16.5497,5.48,0,2.2,0,0.0885,0.03285421,0,1
3905,15.579,5.69,0,0.201,1,0.1728,0.06954141,0,1
1480,16.43,7.22,0,0.231,1,0.0882,0.033675566,0,1
1480,16.43,5.73,0,0.202,1,0.0519,0.015058179,0,1
1480,16.43,8.55,0,0.255,1,0.126,0.057494868,0,1
1480,16.43,6.62,0,0.219,1,0.1861,0.10294318,0,1
1276,12.775,8.96,0,0.262,1,0.127,0.04325804,0,1
1276,12.775,11.4,0,0.302,1,0.586,0.4301164,0,1
7059,15.713,5.22,0,2.14,0,0.064,0.014236824,0,1
4992,16.028,14.9,0,0.353,1,0.1778,0.077207394,0,1
4555,15.023,5.69,0,0.201,1,0.1502,0.0550308,0,1
5416,15.945,8.35,0,0.252,1,0.4001,0.23572895,0,1
4888,15.96,8.55,0,0.255,1,0.2391,0.11635866,0,1
1790,13.277,8.55,0,0.255,1,0.057,0.013141684,0,1
1790,13.277,5.31,0,2.16,0,0.242,0.11444216,0,1
7085,15.594,5.56,0,2.22,0,0.1696,0.065434635,0,1
2640,13.882,6.39,0,0.215,1,0.127,0.043805614,0,1
2640,13.882,11.3,0,0.301,1,0.181,0.07419576,0,1
1986,12.114,14.7,0,0.351,1,0.4039,0.22286105,0,1
1043,12.363,5.39,0,2.18,0,0.2015,0.091444224,0,1
2904,14.747,8.75,0,0.259,1,0.2836,0.15523614,0,1
3454,15.313,11.2,0,0.299,1,0.2101,0.09746748,0,1
3250,13.215,7.75,0,0.241,1,0.2697,0.117453806,0,1
3901,15.695,7.61,0,0.238,1,0.262,0.12922657,0,1
1167,16.06,5.31,0,2.16,0,0.2149,0.13497604,0,1
1776,14.434,8.05,0,0.246,1,0.2495,0.13141684,0,1
1849,11.977,37.1,0,0.236,1,0.1699,0.06297057,0.43,1
3320,15.888,14,0,0.341,1,0.3094,0.17960301,0,1
2782,15.83,10.9,0,0.294,1,0.2388,0.12895277,0,1
6195,15.111,11.1,0,0.297,1,0.1456,0.053661875,0,1
3782,16.2388,8.25,0,0.25,1,0.1466,0.05995893,0,1
2338,13.921,13.3,0,0.331,1,0.2,0.085420944,0,1
2338,13.921,9.96,0,0.279,1,0.364,0.20999315,0,1
3852,15.35,5.31,0,2.16,0,0.2108,0.099657774,0,1
5116,15.36,8.85,0,0.261,1,0.373,0.22505133,0,1
3399,14.134,6.48,0,0.217,1,0.216,0.091444224,0,1
9394,15.351,5.1,0,2.11,0,0.1939,0.083504446,0,1
5771,15.317,5.99,0,0.207,1,0.2846,0.14948665,0,1
3310,13.6,5.18,0,2.13,0,0.0898,0.019986311,0,1
2581,15.398,12.6,0,0.321,1,0.05,0.011498973,0,1
2815,15.616,9.48,0,0.271,1,0.3729,0.25297743,0,1
4193,15.372,9.64,0,0.274,1,0.3982,0.2494182,0,1
4422,15.494,8.96,0,0.262,1,0.3677,0.23353869,0,1
4266,14.832,5.56,0,2.22,0,0.3211,0.17713894,0,1
1863,14.152,16.5,0,0.376,1,0.184,0.079945244,0,1
1863,14.152,14.9,0,0.353,1,0.571,0.4380561,0,1
4939,14.18,10.2,0,0.284,1,0.2482,0.11416838,0,1
3998,15.892,5.77,0,0.203,1,0.3771,0.26338124,0,1
7946,15.883,5.18,0,2.13,0,0.3704,0.22532512,0,1
2907,15.161,13.2,0,0.329,1,0.073,0.020260096,0,1
2907,15.161,8.2,0,0.249,1,0.104,0.034496922,0,1
2907,15.161,9.91,0,0.278,1,0.189,0.084325805,0,1
2907,15.161,12.9,0,0.325,1,1.24,1.7,0,1
5533,15.315,11.2,0,0.3,1,0.4089,0.23189595,0,1
2947,13.374,9.53,0,0.272,1,0.0593,0.013963039,0,1
2120,14.957,9.59,0,0.273,1,0.116,0.04161533,0,1
1983,16.002,28.1,0,0.515,1,0.0129,0.001916496,0,1
675,13.049,6.8,0,0.223,1,0.2317,0.12895277,0,1
1245,12.802,12.3,0,0.316,1,0.3392,0.1943874,0,1
1812,15.935,6.48,0,0.217,1,0.0418,0.010677618,0,1
6009,15.161,20.4,0,0.426,1,0.6276,0.43832994,0,1
2156,15.297,5.06,0,2.1,0,0.0525,0.01451061,0,1
1439,14.379,8.2,0,0.249,1,0.124,0.049828887,0,1
1439,14.379,6.3,0,0.213,1,0.356,0.24175224,0,1
1598,14.15,10.8,0,0.293,1,0.0865,0.025188226,0,1
3154,13.289,11.8,0,0.309,1,0.9625,0.84462696,0,1
2928,14.385,7.04,0,0.227,1,0.5329,0.38028747,0,1
1263,15.464,10,0,0.28,1,0.8507,0.9987679,0,1
3671,15.551,8.35,0,0.252,1,0.6095,0.47939768,0,1
2441,15.487,7.75,0,0.241,1,0.4765,0.3649555,0,1
1498,14.388,8.85,0,0.261,1,0.129,0.051745377,0,1
1498,14.388,6.94,0,0.226,1,0.237,0.12840521,0,1
799,14.429,6.76,0,0.222,1,0.4426,0.34332648,0,1
3007,13.495,7.8,0,0.242,1,0.0867,0.019164955,0,1
