distance,stellar_magnitude,mass_multiplier,mass_wrt,radius_multiplier,radius_wrt,orbital_radius,orbital_period,eccentricity,planet_type,,,
853,12.663,1.87,Jupiter,1.202,Jupiter,0.0266,0.004380561,0,0,,,
1068,12.603,2.13,Jupiter,1.128,Jupiter,0.02818,0.004928131,0,0,,,
1964,12.816,0.658,Jupiter,1.26,Jupiter,0.04823,0.009582478,0,0,,,
1382,10.517,8,Jupiter,1.58,Jupiter,0.0365,0.005475702,0,0,,,
991,12.124,0.42,Jupiter,1.5,Jupiter,0.0519,0.011498973,0,0,,,
2045,12.167,0.561,Jupiter,1.304,Jupiter,0.0681,0.015331964,0,0,,,
633,11.288,1.24,Jupiter,1.22,Jupiter,0.0415,0.008487337,0,0,,,
997,12.613,1.6,Jupiter,1.096,Jupiter,0.0337,0.006297057,0,0,,,
2472,12.612,1.084,Jupiter,0.98,Jupiter,0.0504,0.010403832,0,0,,,
1755,10.988,0.47,Jupiter,1.57,Jupiter,0.0694,0.015058179,0,0,,,
760,11.15,3.69,Jupiter,1.2,Jupiter,0.0248,0.003832991,0,0,,,
1338,11.803,0.33,Jupiter,1.437,Jupiter,0.05503,0.011498973,0,0,,,
1759,12.959,0.99,Jupiter,1.208,Jupiter,0.04403,0.008487337,0,0,,,
1854,12.006,0.855,Jupiter,1.505,Jupiter,0.0535,0.010677618,0,0,,,
577,12.312,0.508,Jupiter,1.58,Jupiter,0.03957,0.008487337,0,0,,,
1395,9.946,1.66,Jupiter,1.81,Jupiter,0.0558,0.009034907,0,0,,,
1324,11.588,0.78,Jupiter,1.87,Jupiter,0.0515,0.010130048,0,0,,,
828,10.655,0.9,Jupiter,1.24,Jupiter,0.048,0.009308693,0,0,,,
1427,12.924,0.299,Jupiter,1.184,Jupiter,0.05427,0.012320329,0,0,,,
1069,11.98,0.148,Jupiter,0.85,Jupiter,0.0451,0.009308693,0,0,,,
1061,13.081,0.502,Jupiter,1.47,Jupiter,0.04632,0.011225188,0,0,,,
2163,12.771,0.57,Jupiter,1.33,Jupiter,0.0627,0.014236824,0,0,,,
911,11.101,0.98,Jupiter,1.25,Jupiter,0.0904,0.025735795,0.24,0,,,
909,10.81,4.22,Jupiter,1.11,Jupiter,0.06,0.013689254,0.33,0,,,
1212,10.295,0.8,Jupiter,1.64,Jupiter,0.0653,0.013963039,0,0,,,
325,6.59776,1.99,Jupiter,1.619,Jupiter,0.05053,0.007392197,0,0,,,
403,9.28,10.2,Jupiter,1.24,Jupiter,0.02024,0.002464066,0.01,0,,,
403,9.28,0.17368,Jupiter,0.765,Jupiter,0.035,0.006023272,0.015,0,,,
1769,11.645,1,Jupiter,1.15,Jupiter,0.0663,0.014784395,0,0,,,
1660,12.678,2.3,Jupiter,1.23,Jupiter,0.0408,0.007939767,0,0,,,
875,12.248,1.154,Jupiter,1.415,Jupiter,0.01652,0.002190281,0.01,0,,,
1282,11.308,0.854,Jupiter,1.483,Jupiter,0.03889,0.006844627,0,0,,,
691,10.675,0.311,Jupiter,1.462,Jupiter,0.06,0.013415469,0,0,,,
843,11.59,0.3,Jupiter,1.07,Jupiter,0.052,0.011772759,0,0,,,
1036,11.99,0.67,Jupiter,1.23,Jupiter,0.047,0.009582478,0.02,0,,,
677,12.539,0.884,Jupiter,0.962,Jupiter,0.0376,0.007939767,0.062,0,,,
1051,11.219,1.24,Jupiter,1.38,Jupiter,0.03651,0.006297057,0,0,,,
690,11.875,0.44,Jupiter,1.07,Jupiter,0.0473,0.010403832,0,0,,,
824,11.297,0.85,Jupiter,1.21,Jupiter,0.04,0.007665982,0,0,,,
1137,12.274,0.889,Jupiter,1.219,Jupiter,0.0442,0.009308693,0,0,,,
286,11.331,0.23,Jupiter,0.77,Jupiter,0.0457,0.010677618,0.03,0,,,
500,11.728,0.931,Jupiter,1.081,Jupiter,0.03144,0.006023272,0.01,0,,,
1252,11.658,0.478,Jupiter,1.549,Jupiter,0.04659,0.009308693,0,0,,,
900,11.257,2.63,Jupiter,0.96,Jupiter,0.0394,0.007392197,0,0,,,
398,8.14,2.093,Jupiter,1.593,Jupiter,0.0239,0.003285421,0,0,,,
431,10.285,0.56,Jupiter,1,Jupiter,0.0524,0.011772759,0.04,0,,,
660,10.939,0.71,Jupiter,1.3,Jupiter,0.04317,0.008761123,0,0,,,
1260,12.836,2.361,Jupiter,1.327,Jupiter,0.02677,0.004106776,0.019,0,,,
1281,12.815,1.8,Jupiter,1.16,Jupiter,0.0446,0.009856262,0,0,,,
444,9.391,3.44,Jupiter,1.23,Jupiter,0.07522,0.01889117,0.03,0,,,
698,12.095,0.28,Jupiter,1.27,Jupiter,0.0486,0.011225188,0,0,,,
754,10.632,2.43,Jupiter,1.42,Jupiter,0.0315,0.004928131,0,0,,,
533,11.632,0.85,Jupiter,1.1,Jupiter,0.04022,0.008487337,0,0,,,
533,11.632,3.18,Jupiter,1.17,Jupiter,1.07,1.1526352,0.29,0,,,
578,12.169,0.527,Jupiter,1.122,Jupiter,0.0561,0.013689254,0.06,0,,,
283,12.305,1.78,Jupiter,0.93,Jupiter,0.0142,0.002190281,0,0,,,
1189,13.096,0.87,Jupiter,1.1,Jupiter,0.03453,0.006570842,0.068,0,,,
689,11.801,0.964,Jupiter,0.946,Jupiter,0.03963,0.008487337,0.043,0,,,
1224,13.043,1.91,Jupiter,1.174,Jupiter,0.02335,0.003832991,0.022,0,,,
864,11.936,1.14401,Jupiter,1.128,Jupiter,0.052,0.011498973,0,0,,,
864,11.936,1.57,Jupiter,1.21,Jupiter,1.393,1.6,0.3,0,,,
1481,11.647,0.8,Jupiter,1.5,Jupiter,0.03444,0.005749486,0,0,,,
635,11.352,0.37,Jupiter,1.11,Jupiter,0.0379,0.007665982,0,0,,,
872,12.483,1.186,Jupiter,1.321,Jupiter,0.0226,0.003559206,0,0,,,
603,11.44,1.4688,Jupiter,1.166,Jupiter,0.0293,0.005475702,0.01,0,,,
570,12.192,0.46,Jupiter,1.27,Jupiter,0.0272,0.004654347,0,0,,,
657,12.591,2.132,Jupiter,1.074,Jupiter,0.04101,0.009034907,0.03,0,,,
657,12.591,16.35,Jupiter,,,3.73,7.8,0.84,0,,,
820,10.413,0.59,Jupiter,1.58,Jupiter,0.04988,0.010130048,0.07,0,,,
970,11.753,0.61,Jupiter,1.33,Jupiter,0.0558,0.012320329,0,0,,,
1047,12.091,0.45,Jupiter,0.94,Jupiter,0.05614,0.012594113,0,0,,,
1299,12.913,0.644,Jupiter,1.05,Jupiter,0.03769,0.007665982,0.059,0,,,
947,11.652,0.97,Jupiter,1.43,Jupiter,0.0562,0.013689254,0,0,,,
378,12.659,0.863,Jupiter,0.775,Jupiter,0.0697,0.02162902,0.1,0,,,
1008,12.147,1.58,Jupiter,1.087,Jupiter,0.0267,0.004380561,0.04,0,,,
1406,11.67,0.55,Jupiter,0.88,Jupiter,0.05548,0.011772759,0,0,,,
1594,12.489,2.68,Jupiter,1.41,Jupiter,0.0521,0.010677618,0,0,,,
573,10.213,0.52,Jupiter,1.32,Jupiter,0.0571,0.012046544,0,0,,,
948,11.155,0.37,Jupiter,1.41,Jupiter,0.0574,0.012046544,0,0,,,
1207,12.704,1.271,Jupiter,1.271,Jupiter,0.02648,0.004380561,0,0,,,
893,11.869,1.55,Jupiter,1.112,Jupiter,0.0334,0.006297057,0,0,,,
1632,11.605,2.35,Jupiter,1.4,Jupiter,0.0546,0.011225188,0,0,,,
618,12.537,0.43,Jupiter,1.15,Jupiter,0.05179,0.012594113,0,0,,,
739,10.674,1.08,Jupiter,1.32,Jupiter,0.06206,0.013963039,0,0,,,
163,9.873,0.29,Jupiter,1.11,Jupiter,0.04525,0.010677618,0,0,,,
643,11.907,0.37,Jupiter,1.03,Jupiter,0.04217,0.009308693,0.05,0,,,
725,10.786,0.59,Jupiter,1.164,Jupiter,0.04853,0.010130048,0,0,,,
1183,10.56,1.39,Jupiter,1.18,Jupiter,0.04622,0.007939767,0,0,,,
1418,10.868,2.3,Jupiter,1.29,Jupiter,0.03711,0.006023272,0,0,,,
1033,10.468,2.86,Jupiter,1.42,Jupiter,0.05512,0.011225188,0,0,,,
487,9.75,0.72,Jupiter,1.36,Jupiter,0.03443,0.005749486,0,0,,,
959,11.591,1.07,Jupiter,1.27,Jupiter,0.0375,0.006844627,0,0,,,
634,9.518,0.92,Jupiter,1.83,Jupiter,0.033,0.004928131,0,0,,,
343,10.294,1.667,Jupiter,1.23,Jupiter,0.02335,0.003832991,0.01,0,,,
2460,11.965,1.11,Jupiter,1.93,Jupiter,0.03488,0.006023272,0,0,,,
805,10.044,0.85,Jupiter,1.67,Jupiter,0.0519,0.010130048,0,0,,,
529,9.504,0.96,Jupiter,1.33,Jupiter,0.0617,0.013689254,0.03,0,,,
162,11.841,0.538,Jupiter,0.999,Jupiter,0.0344,0.008487337,0,0,,,
1300,12.469,0.729,Jupiter,1.429,Jupiter,0.03908,0.007392197,0.066,0,,,
899,10.073,1.17,Jupiter,1.62,Jupiter,0.0447,0.007392197,0,0,,,
884,12.312,0.3,Jupiter,1.04,Jupiter,0.059,0.013689254,0,0,,,
328,10.825,0.694,Jupiter,0.942,Jupiter,0.0771,0.023271732,0,0,,,
463,10.72,1.265,Jupiter,1.24,Jupiter,0.039,0.007392197,0,0,,,
973,10.727,2.18,Jupiter,1.385,Jupiter,0.02946,0.004654347,0,0,,,
1708,11.388,0.42,Jupiter,1.46,Jupiter,0.06431,0.013689254,0,0,,,
949,13.21,5.9,Jupiter,1.04,Jupiter,0.0427,0.009308693,0.19,0,,,
293,9.789,2.54,Jupiter,1.13,Jupiter,0.0801,0.022450376,0.31,0,,,
293,9.789,9.45,Jupiter,1.12,Jupiter,5.28,11.8,0,0,,,
1522,11.618,0.63,Jupiter,1.63,Jupiter,0.0562,0.010677618,0,0,,,
489,11.98,1.34,Jupiter,1.03,Jupiter,0.037,0.007665982,0,0,,,
1879,12.951,0.805,Jupiter,1.461,Jupiter,0.0348,0.006023272,0,0,,,
1208,10.966,1.47,Jupiter,1.597,Jupiter,0.04211,0.007392197,0,0,,,
689,10.051,0.5,Jupiter,1.58,Jupiter,0.055,0.010951404,0,0,,,
681,10.589,0.618,Jupiter,1.26,Jupiter,0.0335,0.005475702,0,0,,,
449,10.092,1.44,Jupiter,1.23,Jupiter,0.03416,0.006023272,0,0,,,
1150,12.569,0.48,Jupiter,1.2,Jupiter,0.0453,0.009308693,0,0,,,
493,10.57,1.36,Jupiter,1.14,Jupiter,0.03303,0.005749486,0,0,,,
919,13.252,0.922,Jupiter,1.144,Jupiter,0.03762,0.008213553,0.07,0,,,
518,9.475,2.43,Jupiter,1.02,Jupiter,0.0717,0.015879534,0,0,,,
63,13.855,7.5,Jupiter,1.13,Jupiter,2500,158840.9,0,0,,,
81,17.244,13.8,Jupiter,0.928,Jupiter,0.0204,0.003832991,0,0,,,
996,15.564,0.592,Jupiter,1.031,Jupiter,0.0282,0.007392197,0.012,0,,,
1845,16.186,0.731,Jupiter,1.159,Jupiter,0.0234,0.004928131,0.057,0,,,
33,,22,Jupiter,0.934,Jupiter,8,130.7,0,0,,,
7653,16.644,4.01,Jupiter,1.49,Jupiter,0.047,0.009308693,0.1,0,,,
3362,15.954,1.12,Jupiter,1.363,Jupiter,0.01855,0.002737851,0,0,,,
183,4.70964,2.8,Jupiter,1.18,Jupiter,0.68,0.374538,0,0,,,
534,11.251,0.83,Jupiter,1.14,Jupiter,0.0488,0.010677618,0,0,,,
503,11.246,0.566,Jupiter,0.993,Jupiter,0.0368,0.007118412,0.03,0,,,
494,11.196,0.26,Jupiter,0.971,Jupiter,0.13,0.049828887,0.18,0,,,
494,11.196,1.37,Jupiter,1.21,Jupiter,0.4756,0.33073238,0.15,0,,,
695,9.854,7.29,Jupiter,1.41,Jupiter,0.0476,0.008761123,0.29,0,,,
889,10.814,1.42,Jupiter,1.25,Jupiter,0.05524,0.011225188,0,0,,,
901,12.198,1.19,Jupiter,1.14,Jupiter,0.0515,0.011498973,0,0,,,
768,10.247,4.4,Jupiter,2.07,Jupiter,0.0815,0.010403832,0,0,,,
764,10.521,0.709,Jupiter,1.373,Jupiter,0.04421,0.007939767,0.04,0,,,
357,10.885,6.3,Jupiter,1.14,Jupiter,115,1176.5,0,0,,,
28,4.6955,5.1,Earth,2.11,Earth,0.050201,0.011498973,0.12,1,,,
28,4.6955,18.2,Earth,0.398,Jupiter,0.2175,0.10403833,0.14,1,,,
28,4.6955,22.9,Earth,0.456,Jupiter,0.476,0.33675563,0.35,1,,,
32,8.81,20.12,Earth,0.363,Jupiter,0.0645,0.023271732,0.19,1,,,
32,8.81,9.6,Earth,0.289,Jupiter,0.1101,0.051745377,0.04,1,,,
66,9.7,8.5,Earth,0.254,Jupiter,0.0428,0.010677618,0,1,,,
135,9.86,12.7132,Earth,0.322,Jupiter,0.06,0.015331964,0.15,1,,,
89,10.03,15.37,Earth,0.36,Jupiter,0.3,0.20314851,0.4,1,,,
585,10.849,22.2481,Earth,0.23,Jupiter,0.241,0.11416838,0,1,,,
2046,13.82,12.2,Earth,0.435,Jupiter,0.092,0.026830938,0.08,1,,,
1930,15.383,5.7,Earth,0.33,Jupiter,0.056,0.013963039,0,1,,,
1930,15.383,28,Earth,0.44,Jupiter,0.098,0.03230664,0,1,,,
522,11.728,8.4,Earth,0.253,Jupiter,0.046,0.010130048,0,1,,,
522,11.728,17.142,Earth,0.384,Jupiter,,0.024640657,0,1,,,
204,7.98,24.27,Earth,0.472,Jupiter,0.1462,0.050924025,0.083,1,,,
204,7.98,9.6,Earth,0.273,Jupiter,0.0733,0.018069815,0.057,1,,,
144,8.17,1.3,Jupiter,0.509,Jupiter,,0.022176592,0,1,,,
1207,13.096,7.27,Earth,0.232,Jupiter,,0.039972622,0,1,,,
593,10.154,27,Earth,0.514,Jupiter,0.1493,0.05338809,0,1,,,
1365,14.611,5.77,Earth,0.203,Jupiter,,0.014236824,0,1,,,
1996,13.441,5.35,Earth,2.17,Earth,,0.0495551,0,1,,,
1044,12.488,5.99,Earth,0.207,Jupiter,,0.06351814,0,1,,,
1833,13.976,5.9,Earth,0.205,Jupiter,,0.03230664,0,1,,,
1097,14.81,7.2,Earth,0.231,Jupiter,0.098,0.037234772,0.2,1,,,
1097,14.81,7.7,Earth,0.24,Jupiter,0.28,0.17960301,0.2,1,,,
798,12.101,5.8,Earth,2.2,Earth,0.1091,0.036413416,0.18,1,,,
1048,11.429,14.67,Earth,0.327,Jupiter,0.13,0.042710472,0.07,1,,,
1048,11.429,10.18,Earth,0.352,Jupiter,0.22,0.097741276,0.15,1,,,
26,13.76,10.62,Earth,0.29,Jupiter,0.5714,1.0669404,0,1,,,
48,15.1,8.17,Earth,0.245,Jupiter,0.0149,0.004380561,0.063,1,,,
33,14.01,7.4,Earth,0.234,Jupiter,0.026,0.010130048,0.04,1,,,
53,8.08,22.7,Earth,0.233,Jupiter,0.1915,0.09746748,0.19,1,,,
12,8.09,36,Earth,0.595,Jupiter,5.4,20.8,0.27,1,,,
84,9.7,10.2,Earth,0.283,Jupiter,0.053,0.014236824,0.06,1,,,
49,11.79,10.6,Earth,0.29,Jupiter,0.0607,0.023545519,0.07,1,,,
49,11.79,6.8,Earth,0.223,Jupiter,0.1254,0.07008898,0.1,1,,,
49,11.79,29.4,Earth,0.528,Jupiter,1.0304,1.7,0.37,1,,,
39,10.914,6.49,Earth,0.217,Jupiter,0.092,0.04681725,0.07,1,,,
39,10.914,6.4,Earth,0.215,Jupiter,0.129,0.06652977,0.09,1,,,
39,10.914,7.56,Earth,0.237,Jupiter,0.309,0.29103354,0.14,1,,,
93,10.37,16.2,Earth,0.372,Jupiter,0.283,0.19164956,0.72,1,,,
19,8.15,8.57613,Earth,0.256,Jupiter,0.384214,0.33374402,0.37,1,,,
19,8.15,14.85045,Earth,0.353,Jupiter,1.086215,1.6,0.4,1,,,
77,11.45,13,Earth,0.327,Jupiter,0.101,0.04325804,0.08,1,,,
54,11.041,8.2,Earth,0.249,Jupiter,0.079,0.032580424,0.22,1,,,
73,11.403,3.34,Earth,2.13,Earth,0.03165,0.007939767,0.32,1,,,
93,10.8275,10.5,Earth,0.288,Jupiter,0.698,0.7058179,0.32,1,,,
59,6.9,11.73969,Earth,0.308,Jupiter,0.091179,0.029295003,0.93,1,,,
66,11.945,23.54,Earth,0.463,Jupiter,0.14339,0.08377823,0.06,1,,,
66,11.945,21.09,Earth,0.434,Jupiter,0.36175,0.33566052,0.11,1,,,
66,11.945,7.6,Earth,0.238,Jupiter,0.19394,0.13169062,0.12,1,,,
77,12.062,6.6,Earth,0.219,Jupiter,0.089,0.03887748,0.31,1,,,
21,7.7,10.6,Earth,0.29,Jupiter,0.142,0.06680356,0.11,1,,,
96,12.332,13.9,Earth,0.408,Jupiter,0.0355,0.009034907,0.02,1,,,
89,13.74,7.41,Earth,0.235,Jupiter,0.0876,0.042436685,0,1,,,
31,10.91,6.1,Earth,0.209,Jupiter,0.204,0.15249829,0,1,,,
66,11.938,8.4,Earth,0.253,Jupiter,0.0287,0.007118412,0.08,1,,,
45,13.04,8,Earth,0.245,Jupiter,0.026,0.008213553,0.07,1,,,
52,12.675,5.71,Earth,0.201,Jupiter,0.081,0.04106776,0,1,,,
55,10.166,7.14,Earth,0.229,Jupiter,0.0608,0.01889117,0.12,1,,,
59,10.844,6.26,Earth,0.212,Jupiter,0.089,0.037508555,0.05,1,,,
39,8.31,7.6,Earth,0.235,Jupiter,0.2324,0.13908282,0.45,1,,,
41,11.66,11.07,Earth,0.297,Jupiter,0.111,0.0550308,0.11,1,,,
70,12.903,16.57,Earth,0.377,Jupiter,0.082,0.0366872,0.37,1,,,
30,9.81,6.043,Earth,0.208,Jupiter,0.062,0.020260096,0.04,1,,,
30,9.81,32.422,Earth,0.56,Jupiter,4.819,14,0.12,1,,,
30,9.81,5.223,Earth,2.14,Earth,0.178,0.09883641,0.07,1,,,
32,10.67,22.1,Earth,0.372,Jupiter,0.0291,0.007118412,0.14,1,,,
46,11.49,13.2,Earth,0.33,Jupiter,0.068,0.026283368,0.1,1,,,
25,9.05,5.2,Earth,2.13,Earth,0.422,0.38439423,0.45,1,,,
34,9.71,5.36,Earth,2.17,Earth,0.06661,0.023819301,0.08,1,,,
21,10.57,15.8,Earth,0.366,Jupiter,0.04061,0.014784395,0,1,,,
21,10.57,5.5,Earth,2.21,Earth,0.0721,0.035318274,0,1,,,
24,10.602,5.6,Earth,2.23,Earth,0.0505,0.019712524,0.13,1,,,
15,9.38,11.09,Earth,0.297,Jupiter,0.039,0.012867898,0.2,1,,,
52,9.58,6.69167,Earth,0.221,Jupiter,0.180707,0.0971937,0.15,1,,,
16,10.94,8.7,Earth,0.258,Jupiter,0.176,0.15687884,0.1,1,,,
47,9.98,9,Earth,0.263,Jupiter,0.1344,0.066255994,0,1,,,
15,9.15,17.2,Earth,0.385,Jupiter,0.163,0.104312114,0.17,1,,,
15,9.15,16,Earth,0.369,Jupiter,1.165,2,0.4,1,,,
51,9.84,13.64,Earth,0.336,Jupiter,0.119,0.05338809,0.12,1,,,
15,10.16,6.83,Earth,0.224,Jupiter,0.020807,0.005201916,0.21,1,,,
15,10.16,14.6,Earth,0.35,Jupiter,0.3343,0.34031487,0.06,1,,,
11,7.56,7.6,Earth,0.238,Jupiter,0.12,0.059685145,0,1,,,
100,11.297,9.65,Earth,0.274,Jupiter,0.1139,0.050102666,0.29,1,,,
39,9.4,19.66,Earth,0.417,Jupiter,0.291,0.20232718,0.44,1,,,
97,10.37,4.04,Earth,2.022,Earth,0.05591,0.016974675,0,1,,,
49,10.03,13.02,Earth,0.327,Jupiter,0.039435,0.010403832,0.11,1,,,
32,9.56,5.63,Earth,0.2,Jupiter,0.0905,0.038056124,0.36,1,,,
27,9.62,6.624,Earth,0.22,Jupiter,0.091,0.042436685,0.05,1,,,
123,9.46,26.69772,Earth,0.389,Jupiter,0.05254,0.013415469,0.22,1,,,
463,11.757,22.2481,Earth,0.63,Jupiter,0.0479,0.011498973,0.12,1,,,
691,12.341,31.46517,Earth,0.606,Jupiter,0.04913,0.011772759,0,1,,,
1121,11.967,23.51942,Earth,0.614,Jupiter,0.05036,0.012046544,0,1,,,
127,7.33,13.1,Earth,0.328,Jupiter,0.06412,0.015879534,0.07,1,,,
127,7.33,11.75,Earth,0.308,Jupiter,0.12859,0.044900753,0.13,1,,,
127,7.33,25.1,Earth,0.481,Jupiter,0.2699,0.13607119,0.05,1,,,
127,7.33,23.9,Earth,0.468,Jupiter,0.4929,0.33593428,0.12,1,,,
127,7.33,21.4,Earth,0.438,Jupiter,1.427,1.7,0.26,1,,,
30,4.89,16,Earth,0.369,Jupiter,0.46,0.33429158,0.34,1,,,
186,9.4,28.6047,Earth,0.52,Jupiter,0.25,0.13086927,0,1,,,
86,8.7,11.2,Earth,0.299,Jupiter,0.439,0.33100617,0.19,1,,,
229,8.63,25.14472,Earth,0.482,Jupiter,0.09124,0.027378507,0.45,1,,,
357,8.951,15.2,Earth,0.388,Jupiter,0.1536,0.057768654,0.22,1,,,
161,8.01,19.89606,Earth,0.42,Jupiter,0.1407,0.050102666,0.34,1,,,
211,9.25,6.98,Earth,0.227,Jupiter,0.1074,0.03887748,0.06,1,,,
211,9.25,9.71,Earth,0.275,Jupiter,0.1367,0.053661875,0.06,1,,,
182,8.04,17.162,Earth,0.385,Jupiter,0.079,0.02162902,0.25,1,,,
182,8.04,24.154,Earth,0.47,Jupiter,0.196,0.08459959,0.15,1,,,
260,9.29,8.69,Earth,0.258,Jupiter,,0.025188226,0.18,1,,,
260,9.29,7.22,Earth,0.231,Jupiter,,0.038056124,0.3,1,,,
343,9.23,10.3,Earth,0.285,Jupiter,0.113,0.027926078,0.2,1,,,
347,10.09,4.55,Earth,2.05,Earth,0.035,0.006844627,0.09,1,,,
347,10.09,10.5,Earth,0.288,Jupiter,0.068,0.0183436,0.05,1,,,
36,6.50066,30.03873,Earth,0.535,Jupiter,0.088127,0.028747434,0.23,1,,,
109,6.41525,25,Earth,0.48,Jupiter,0.229,0.10376455,0.3,1,,,
104,5.88051,10.33369,Earth,0.285,Jupiter,0.053918,0.012046544,0.38,1,,,
92,9.03,6.3566,Earth,0.214,Jupiter,0.08,0.026557151,0,1,,,
188,8.31,15.17685,Earth,0.358,Jupiter,0.051386,0.011498973,0.15,1,,,
73,8.7,26.61699,Earth,0.498,Jupiter,0.287149,0.18015058,0.24,1,,,
78,6.29,10.1,Earth,0.282,Jupiter,0.0444,0.009034907,0.45,1,,,
78,6.29,29.29,Earth,0.527,Jupiter,2.3928,3.5,0.11,1,,,
48,5.65,11.24,Earth,0.26,Jupiter,0.1721,0.07556468,0,1,,,
48,5.65,8.82,Earth,0.229,Jupiter,0.425,0.2934976,0,1,,,
92,8.36,11.2,Earth,0.299,Jupiter,0.10519,0.03887748,0.07,1,,,
92,8.36,9.96,Earth,0.279,Jupiter,0.2554,0.14729637,0.16,1,,,
50,6.01,14.64775,Earth,0.35,Jupiter,0.084501,0.024640657,0.47,1,,,
39,4.4154,13.63484,Earth,0.336,Jupiter,0.1238,0.042436685,0.16,1,,,
377,8.97,20.42286,Earth,0.426,Jupiter,0.242129,0.110609174,0.82,1,,,
77,6.47933,6.44,Earth,0.216,Jupiter,0.0634,0.015879534,0.172,1,,,
77,6.47933,5.59,Earth,2.23,Earth,0.1117,0.036960986,0.305,1,,,
35,8.61,28.55,Earth,0.519,Jupiter,0.323,0.23764546,0.07,1,,,
142,7.43,37.24604,Earth,0.607,Jupiter,0.159926,0.05995893,0.5,1,,,
352,8.855,11.56,Earth,0.304,Jupiter,0.1053,0.03175907,0.14,1,,,
352,8.855,27.5,Earth,0.52,Jupiter,,0.06680356,0.12,1,,,
59,7.83,20.05856,Earth,0.422,Jupiter,0.068049,0.019986311,0.07,1,,,
59,7.83,17.30766,Earth,0.387,Jupiter,0.111312,0.041889116,0.51,1,,,
60,6.59,6.6,Earth,0.219,Jupiter,0.134,0.050924025,0.344,1,,,
90,7,7.50192,Earth,0.236,Jupiter,0.030046,0.005201916,-0.08,1,,,
157,5.53,17.14419,Earth,0.384,Jupiter,0.166479,0.05995893,0.11,1,,,
79,8.43,31.4968,Earth,0.55,Jupiter,1.57,2.2,0.09,1,,,
88,6.47915,5.6,Earth,2.23,Earth,,0.009308693,0,1,,,
88,6.47915,5.41,Earth,2.18,Earth,,0.014236824,0,1,,,
88,6.47915,6.08,Earth,0.209,Jupiter,,0.021902807,0,1,,,
88,6.47915,6.14,Earth,0.21,Jupiter,,0.03285421,0,1,,,
51,5.12,10.17,Earth,0.283,Jupiter,0.09286,0.026283368,0,1,,,
83,5.78,22.1,Earth,0.446,Jupiter,0.14,0.047091037,0.2,1,,,
92,7.08597,16.14,Earth,0.371,Jupiter,0.23,0.10951403,0.09,1,,,
72,7.01227,13,Earth,0.327,Jupiter,0.341,0.20725529,0.12,1,,,
72,7.01227,10.52012,Earth,0.288,Jupiter,0.2292,0.11444216,0.09,1,,,
76,6.295,9.53485,Earth,0.272,Jupiter,0.1192,0.041341547,0.12,1,,,
132,8.6,8.98,Earth,0.263,Jupiter,,0.07939767,0.11,1,,,
91,8.42,5.74,Earth,0.202,Jupiter,0.06296,0.01779603,0.07,1,,,
91,8.42,9.18,Earth,0.266,Jupiter,0.11878,0.04599589,0.11,1,,,
55,6.15,15.1,Earth,0.357,Jupiter,0.246,0.12183436,0.06,1,,,
227,7.95,25.74423,Earth,0.488,Jupiter,0.1214,0.039698835,0.05,1,,,
19,9.12,12.214,Earth,0.315,Jupiter,0.343,0.2899384,0.1,1,,,
88,8.4,6.3566,Earth,0.214,Jupiter,0.08,0.025735795,0.4,1,,,
73,7.518,10.50968,Earth,0.288,Jupiter,0.087639,0.028199865,0.22,1,,,
187,8.67,19.7,Earth,0.317,Jupiter,0.1334,0.04791239,0.28,1,,,
126,8.99,24.1,Earth,0.232,Jupiter,0.048,0.011225188,0.34,1,,,
58,6.074,8.5,Earth,0.254,Jupiter,0.111,0.039151266,0.189,1,,,
58,6.074,7,Earth,0.227,Jupiter,0.197,0.092265576,0.16,1,,,
41,7.46,16.46,Earth,0.375,Jupiter,0.092,0.032032855,0.14,1,,,
52,5.738,19.069,Earth,0.409,Jupiter,0.1304,0.04681725,0.24,1,,,
175,8.97,10,Earth,0.304,Jupiter,0.0804,0.02436687,0.03,1,,,
175,8.97,8,Earth,0.285,Jupiter,0.1752,0.07830253,0.03,1,,,
175,8.97,2.8,Earth,0.267,Jupiter,0.2132,0.105133474,0.03,1,,,
175,8.97,13.5,Earth,0.334,Jupiter,0.812,0.7775496,0.03,1,,,
29,5.73,16.9,Earth,0.381,Jupiter,0.32,0.20451744,0.13,1,,,
29,5.73,24,Earth,0.469,Jupiter,1.18,1.4,0.32,1,,,
136,8.39,11.66,Earth,0.306,Jupiter,0.0974,0.03230664,0.36,1,,,
136,8.39,14.44,Earth,0.347,Jupiter,0.1964,0.09281315,0.1,1,,,
156,7.99,17.20043,Earth,0.385,Jupiter,0.211213,0.09582478,0.06,1,,,
245,7.62,34.2,Earth,0.577,Jupiter,0.461,0.26283368,0.23,1,,,
117,8.48,5.33,Earth,2.17,Earth,0.1004,0.038056124,0.09,1,,,
117,8.48,10.61,Earth,0.29,Jupiter,0.1647,0.079945244,0.11,1,,,
117,8.48,14.03,Earth,0.342,Jupiter,0.3374,0.23408625,0.06,1,,,
43,10.24,13,Earth,0.327,Jupiter,0.143,0.068993844,0.15,1,,,
134,7.68,9.51349,Earth,0.272,Jupiter,0.099068,0.030390145,0.41,1,,,
157,7.95,19.95,Earth,0.42,Jupiter,0.056798,0.013141684,0,1,,,
132,8.96,6.3566,Earth,0.214,Jupiter,0.05,0.010677618,0.16,1,,,
