distance,stellar_magnitude,mass_multiplier,mass_wrt,radius_multiplier,radius_wrt,orbital_radius,orbital_period,eccentricity,planet_type,,,
2955,13.146,4.12,Earth,1.86,Earth,0.2285,0.10896646,0,2,,,
2955,13.146,3.37,Earth,1.652,Earth,0.0658,0.016974675,0,2,,,
4185,14.983,3.78,Earth,1.77,Earth,0.3679,0.22532512,0,2,,,
2581,15.398,3.89,Earth,1.8,Earth,0.028,0.004654347,0,2,,,
6738,15.796,2.89,Earth,1.51,Earth,0.127,0.045448326,0,2,,,
1082,14.689,2.83,Earth,1.49,Earth,0.1262,0.04599589,0,2,,,
1811,13.7192,2.57,Earth,1.41,Earth,0.1197,0.04106776,0,2,,,
3660,15.707,3.39,Earth,1.66,Earth,0.0817,0.023819301,0,2,,,
2414,15.352,2.33,Earth,1.33,Earth,0.2528,0.13169062,0,2,,,
1011,13.676,1.81,Earth,1.19,Earth,0.2196,0.12101301,0,2,,,
1863,14.152,3.22,Earth,1.61,Earth,0.281,0.15140314,0,2,,,
3973,14.728,1.87,Earth,1.2,Earth,0.1236,0.04106776,0,2,,,
2443,13.683,3.05,Earth,1.56,Earth,0.1228,0.039972622,0,2,,,
7718,15.836,2.3,Earth,1.32,Earth,0.1168,0.03832991,0,2,,,
4111,14.561,2.33,Earth,1.33,Earth,0.1629,0.056673512,0,2,,,
6534,15.455,4.08,Earth,1.85,Earth,0.1707,0.06954141,0,2,,,
2907,15.161,2.1,Earth,1.25,Earth,0.044,0.009308693,0,2,,,
4813,13.564,3.46,Earth,1.68,Earth,0.1753,0.06351814,0,2,,,
528,13.451,1.76,Earth,1.18,Earth,0.1097,0.055852156,0,2,,,
1296,11.766,1.74,Earth,1.176,Earth,0.0997,0.028747434,0.32,2,,,
4433,14.65,3.71,Earth,1.75,Earth,0.0718,0.019986311,0,2,,,
2120,14.957,5.02,Earth,2.09,Earth,0.16,0.06762492,0,2,,,
2656,14.357,3.64,Earth,1.73,Earth,0.0288,0.004928131,0,2,,,
2824,14.993,3.12,Earth,1.58,Earth,0.0185,0.002464066,0,2,,,
2667,14.576,2.73,Earth,1.46,Earth,0.0296,0.004928131,0,2,,,
1598,14.15,3.33,Earth,1.64,Earth,0.0371,0.007118412,0,2,,,
1598,14.15,3.36,Earth,1.65,Earth,0.06,0.01451061,0,2,,,
2174,13.202,1.41,Earth,1.11,Earth,0.022,0.003011636,0,2,,,
2604,15.293,2.39,Earth,1.35,Earth,0.0206,0.003011636,0,2,,,
3611,16.429,4.23,Earth,1.89,Earth,0.0599,0.015605749,0,2,,,
1687,14.827,1.76,Earth,1.18,Earth,0.0245,0.003832991,0,2,,,
1359,13.944,1.65,Earth,1.16,Earth,0.0781,0.022997946,0,2,,,
1093,14.287,3.82,Earth,1.78,Earth,0.5421,0.46214923,0,2,,,
2985,14.646,2.86,Earth,1.5,Earth,0.047,0.010677618,0,2,,,
2985,14.646,2.86,Earth,1.5,Earth,0.0871,0.027104722,0,2,,,
2259,15.251,1.6,Earth,1.15,Earth,0.0481,0.011498973,0,2,,,
6567,15.425,3.22,Earth,1.61,Earth,0.0805,0.022176592,0,2,,,
3081,15.651,4.5,Earth,1.96,Earth,0.0829,0.024093088,0,2,,,
4502,15.383,2.96,Earth,1.53,Earth,0.049,0.010130048,0,2,,,
957,14.654,5.02,Earth,2.09,Earth,0.056,0.01615332,0,2,,,
2737,14.734,1.32,Earth,1.09,Earth,0.0194,0.002737851,0,2,,,
2965,15.124,2.76,Earth,1.47,Earth,0.1327,0.0495551,0,2,,,
2055,15.381,1.81,Earth,1.19,Earth,0.0241,0.004106776,0,2,,,
2989,14.138,2.24,Earth,1.3,Earth,0.1499,0.05722108,0,2,,,
3084,14.123,3.46,Earth,1.68,Earth,0.0654,0.015879534,0,2,,,
2998,14.242,1.24,Earth,1.07,Earth,0.1784,0.072553046,0,2,,,
2203,13.975,2.92,Earth,1.52,Earth,0.0432,0.009308693,0,2,,,
4747,15.304,1.87,Earth,1.2,Earth,0.0364,0.007118412,0,2,,,
4515,15.188,2.21,Earth,1.29,Earth,0.0743,0.01889117,0,2,,,
4067,15.53,2.27,Earth,1.31,Earth,0.0366,0.007118412,0,2,,,
1503,13.439,1.12,Earth,1.04,Earth,0.0726,0.019164955,0,2,,,
1664,15.228,1.51,Earth,1.13,Earth,0.0657,0.017248461,0,2,,,
3471,15.585,1.12,Earth,1.04,Earth,0.0252,0.004106776,0,2,,,
2524,14.206,2.3,Earth,1.32,Earth,0.028,0.004654347,0,2,,,
2524,14.206,2.73,Earth,1.46,Earth,0.0698,0.019164955,0,2,,,
257,17.96,2.83,Earth,1.49,Earth,0.0316,0.013141684,0,2,,,
4620,15.105,3.22,Earth,1.61,Earth,0.1168,0.0366872,0,2,,,
3081,16.326,3.86,Earth,1.79,Earth,0.0445,0.009856262,0,2,,,
1802,13.278,2.92,Earth,1.52,Earth,0.1266,0.042710472,0,2,,,
3348,14.166,2.33,Earth,1.33,Earth,0.0878,0.025735795,0,2,,,
4936,15.074,1.32,Earth,1.09,Earth,0.0205,0.002737851,0,2,,,
1028,14.743,4.27,Earth,1.9,Earth,0.158,0.07830253,0,2,,,
2515,14.186,1.55,Earth,1.14,Earth,0.0772,0.020807665,0,2,,,
4631,14.846,2.15,Earth,1.27,Earth,0.0794,0.022450376,0,2,,,
5348,14.94,2.99,Earth,1.54,Earth,0.04,0.008487337,0,2,,,
3187,14.951,1.2,Earth,1.06,Earth,0.0396,0.007392197,0,2,,,
2756,15.508,2.04,Earth,1.23,Earth,0.051,0.012594113,0,2,,,
7001,15.632,4.27,Earth,1.9,Earth,0.3237,0.1817933,0,2,,,
3983,14.257,1.2,Earth,1.06,Earth,0.0427,0.007939767,0,2,,,
4333,14.97,3.26,Earth,1.62,Earth,0.4823,0.33511293,0,2,,,
3363,16.076,4.43,Earth,1.942,Earth,0.0689,0.019986311,0,2,,,
2054,13.362,2.36,Earth,1.34,Earth,0.1074,0.030663928,0,2,,,
8848,15.397,2.21,Earth,1.29,Earth,0.0351,0.006297057,0,2,,,
1765,15.224,2.57,Earth,1.41,Earth,0.0089,0.001916496,0,2,,,
1782,12.592,1.28,Earth,1.08,Earth,0.3912,0.23490761,0,2,,,
2712,15.396,4.94,Earth,2.07,Earth,0.6421,0.5377139,0,2,,,
2714,16.265,3.64,Earth,1.73,Earth,0.1126,0.04517454,0,2,,,
3057,14.816,3.59,Earth,1.715,Earth,0.05511,0.011772759,0,2,,,
2819,16.077,3.22,Earth,1.61,Earth,0.0777,0.023819301,0,2,,,
2495,14.936,1.08,Earth,1.03,Earth,0.0482,0.010677618,0,2,,,
4920,14.192,4.98,Earth,2.08,Earth,0.0264,0.004106776,0,2,,,
3886,16.01,2.83,Earth,1.49,Earth,0.0471,0.010677618,0,2,,,
4547,14.603,4.9,Earth,2.06,Earth,0.2788,0.12950034,0,2,,,
3712,13.491,1.04,Earth,1.02,Earth,0.0761,0.018617386,0,2,,,
2930,13.811,1.87,Earth,1.2,Earth,0.181,0.075290896,0,2,,,
4010,13.672,2.13,Earth,1.26,Earth,0.0706,0.01670089,0,2,,,
1418,14.406,12.1,Earth,2.12,Earth,0.054,0.013415469,0,2,,,
1418,14.406,11.8,Earth,2.05,Earth,0.068,0.01943874,0,2,,,
2920,13.69,3.22,Earth,1.61,Earth,0.4322,0.27926078,0,2,,,
2598,13.437,2.76,Earth,1.47,Earth,0.0994,0.02956879,0,2,,,
2732,15.205,2.27,Earth,1.31,Earth,0.0518,0.012046544,0,2,,,
4465,14.357,4.74,Earth,2.02,Earth,0.0537,0.011225188,0,2,,,
2791,14.351,2.13,Earth,1.26,Earth,0.069,0.01889117,0,2,,,
4260,15.673,2.39,Earth,1.35,Earth,0.0511,0.011225188,0,2,,,
3637,13.516,3.12,Earth,1.58,Earth,0.3875,0.5103354,0,2,,,
4976,14.769,4.16,Earth,1.87,Earth,0.745,0.7099247,0,2,,,
2250,14.467,1.16,Earth,1.05,Earth,0.078,0.021355236,0,2,,,
2053,14.397,4.19,Earth,1.88,Earth,0.142,0.057768654,0,2,,,
3922,14.566,3.82,Earth,1.78,Earth,0.1285,0.044353183,0,2,,,
416,16.8419,2.04,Earth,1.23,Earth,0.0295,0.012320329,0,2,,,
301,17.95,1.03,Earth,1.017,Earth,0.0514,0.023819301,0,2,,,
301,17.95,1.2,Earth,1.06,Earth,0.0649,0.05338809,0,2,,,
2906,14.379,2.57,Earth,1.41,Earth,0.058,0.013689254,0,2,,,
217,13.86,4.04,Earth,1.84,Earth,0.0692,0.027104722,0.13,2,,,
822,16.86,3.19,Earth,1.6,Earth,0.1654,0.104312114,0,2,,,
1773,16.473,4.27,Earth,1.901,Earth,0.0228,0.004380561,0,2,,,
1969,14.857,3.64,Earth,1.73,Earth,0.0246,0.004380561,0,2,,,
1165,13.439,2.32,Earth,1.326,Earth,0.0491,0.011498973,0,2,,,
2966,15.327,4.93,Earth,2.069,Earth,0.0892,0.026830938,0,2,,,
1115,14.284,3.6,Earth,1.718,Earth,0.04825,0.012046544,0,2,,,
1115,14.284,3.44,Earth,1.674,Earth,0.0684,0.020260096,0,2,,,
1115,14.284,2.06,Earth,1.238,Earth,0.1404,0.059685145,0,2,,,
1012,13.85,2.42,Earth,1.36,Earth,0.0784,0.024093088,0,2,,,
2392,14.962,4.17,Earth,1.875,Earth,0.1182,0.04106776,0,2,,,
2381,13.661,2.62,Earth,1.426,Earth,0.0866,0.025462013,0,2,,,
1360,15.928,3.38,Earth,1.656,Earth,0.0532,0.015879534,0,2,,,
1851,14.142,2.13,Earth,1.262,Earth,0.0577,0.015331964,0,2,,,
4383,14.842,2.73,Earth,1.46,Earth,0.056,0.012046544,0,2,,,
4135,14.893,4.02,Earth,1.835,Earth,0.0495,0.010403832,0,2,,,
1928,14.674,1.42,Earth,1.112,Earth,0.0646,0.016427105,0,2,,,
2479,14.857,2.21,Earth,1.289,Earth,0.1011,0.033127997,0,2,,,
1674,14.901,1.76,Earth,1.18,Earth,0.0449,0.010677618,0,2,,,
2581,14.762,1.46,Earth,1.119,Earth,0.0529,0.012867898,0,2,,,
808,13.556,2.12,Earth,1.26,Earth,0.2008,0.091718,0,2,,,
725,13.054,1.25,Earth,1.073,Earth,0.0203,0.003285421,0,2,,,
2671,14.836,3.08,Earth,1.567,Earth,0.0418,0.009582478,0,2,,,
1326,14.424,1.51,Earth,1.13,Earth,0.04,0.009034907,0,2,,,
1326,14.424,1.92,Earth,1.21,Earth,0.062,0.016974675,0,2,,,
1326,14.424,2.1,Earth,1.25,Earth,0.075,0.022724163,0,2,,,
2796,16.231,3.2,Earth,1.602,Earth,0.1275,0.05065024,0,2,,,
5328,15.8,5.42,Earth,2.05,Earth,,0.030937715,0.03,2,,,
1925,13.298,4.36,Earth,1.923,Earth,0.1463,0.057768654,0,2,,,
963,11.065,3.59,Earth,1.717,Earth,0.1469,0.049281314,0,2,,,
2818,15.101,4.23,Earth,1.89,Earth,0.223,0.10841889,0,2,,,
800,15.896,1.84,Earth,1.194,Earth,0.0621,0.021081451,0,2,,,
2718,14.357,2.21,Earth,1.29,Earth,0.048,0.011772759,0,2,,,
883,16.154,2.16,Earth,1.273,Earth,0.0296,0.007665982,0,2,,,
1758,12.062,3.18,Earth,1.599,Earth,0.0822,0.020807665,0,2,,,
3249,14.854,4.38,Earth,1.929,Earth,0.0408,0.008213553,0,2,,,
875,14.95,3.23,Earth,1.613,Earth,0.0956,0.039698835,0,2,,,
1255,14.53,4.5,Earth,1.96,Earth,0.1,0.03832991,0,2,,,
1255,14.53,2.83,Earth,1.49,Earth,0.214,0.120465435,0,2,,,
4213,15.455,3.98,Earth,1.824,Earth,0.0712,0.019164955,0,2,,,
,15.736,2.77,Earth,1.472,Earth,0.0319,0.006570842,0,2,,,
722,15.619,2.51,Earth,1.391,Earth,0.0413,0.010951404,0,2,,,
2468,13.634,1.59,Earth,1.147,Earth,0.0257,0.004106776,0,2,,,
1720,14.767,2.63,Earth,1.43,Earth,0.058,0.014784395,0,2,,,
1720,14.767,15.2,Earth,0.224,Jupiter,0.163,0.07063655,0,2,,,
1720,14.767,2.7,Earth,1.45,Earth,0.2494,0.14017797,0,2,,,
861,13.309,2.3,Earth,1.319,Earth,0.077,0.022724163,0,2,,,
1831,15.497,3.87,Earth,1.794,Earth,0.0821,0.026830938,0,2,,,
,16.188,3.4,Earth,1.663,Earth,0.1002,0.0366872,0,2,,,
1976,14.772,3.33,Earth,1.64,Earth,0.036,0.007392197,0,2,,,
1976,14.772,4.66,Earth,2,Earth,0.064,0.017522246,0,2,,,
2077,15.905,3.43,Earth,1.671,Earth,0.0662,0.042436685,0,2,,,
1417,14.679,3.18,Earth,1.596,Earth,0.1017,0.033675566,0,2,,,
723,15.536,3,Earth,1.545,Earth,0.0699,0.024093088,0,2,,,
1336,14.271,2.9,Earth,1.513,Earth,0.0435,0.010403832,0,2,,,
2269,14.488,2.86,Earth,1.5,Earth,0.109,0.03778234,0,2,,,
,15.639,2.58,Earth,1.413,Earth,0.0364,0.007665982,0,2,,,
1428,14.734,4.53,Earth,1.968,Earth,0.3648,0.25051335,0,2,,,
3375,14.514,3.58,Earth,1.714,Earth,0.055,0.012594113,0,2,,,
1987,14.854,2.15,Earth,1.27,Earth,0.04,0.008487337,0,2,,,
1987,14.854,4.62,Earth,1.99,Earth,0.049,0.011772759,0,2,,,
2365,13.477,5,Earth,2.086,Earth,0.1528,0.057768654,0,2,,,
1403,14.605,2.61,Earth,1.422,Earth,0.0187,0.002737851,0,2,,,
1099,16.83,2.78,Earth,1.475,Earth,0.0213,0.004380561,0,2,,,
2239,13.228,4.1,Earth,1.856,Earth,0.0455,0.010130048,0,2,,,
3436,15.158,4.54,Earth,1.97,Earth,0.0655,0.015879534,0,2,,,
1586,14.577,2.02,Earth,1.227,Earth,0.037,0.008487337,0,2,,,
1930,12.645,2.24,Earth,1.3,Earth,0.0771,0.01889117,0,2,,,
1632,15.18,2.73,Earth,1.459,Earth,0.0496,0.012594113,0,2,,,
4010,15.48,4.92,Earth,2.067,Earth,0.065,0.01615332,0,2,,,
1472,11.443,3.4,Earth,1.66,Earth,0.1096,0.033127997,0,2,,,
3708,14.935,4.46,Earth,1.949,Earth,0.0583,0.013963039,0,2,,,
3427,14.993,4.9,Earth,2.06,Earth,0.064,0.015605749,0,2,,,
3427,14.993,35.7,Earth,0.203,Jupiter,0.103,0.03175907,0,2,,,
2061,14.855,2.82,Earth,1.489,Earth,0.1606,0.070910335,0,2,,,
1222,14.412,3.76,Earth,1.764,Earth,0.1089,0.04052019,0,2,,,
1010,13.887,2.57,Earth,1.409,Earth,0.0563,0.015331964,0,2,,,
1991,14.42,8.8,Earth,1.97,Earth,0.141,0.05557837,0,2,,,
2520,15.726,4.22,Earth,1.886,Earth,0.0762,0.021902807,0,2,,,
1834,15.229,2.92,Earth,1.519,Earth,0.2395,0.13388091,0,2,,,
,16.556,1.96,Earth,1.216,Earth,0.0115,0.001916496,0,2,,,
2769,15.621,3.66,Earth,1.734,Earth,0.0215,0.003559206,0,2,,,
2783,14.36,4.5,Earth,1.961,Earth,0.0807,0.02436687,0,2,,,
4343,15.178,3.13,Earth,1.583,Earth,0.0394,0.007392197,0,2,,,
1522,14.562,1.71,Earth,1.17,Earth,0.026,0.004380561,0,2,,,
1522,14.562,4.74,Earth,2.02,Earth,0.139,0.056673512,0,2,,,
1431,13.569,1.55,Earth,1.139,Earth,0.1021,0.034770705,0,2,,,
3008,15.468,3.11,Earth,1.577,Earth,0.0344,0.006844627,0,2,,,
3186,14.418,4.99,Earth,2.082,Earth,0.1016,0.032032855,0,2,,,
2220,13.549,1.65,Earth,1.16,Earth,0.0872,0.027104722,0,2,,,
369,10.31,1.46,Earth,1.12,Earth,0.0791,0.022450376,0,2,,,
579,15.138,1.24,Earth,1.07,Earth,0.0343,0.010677618,0,2,,,
579,15.138,2.1,Earth,1.25,Earth,0.0451,0.019986311,0,2,,,
579,15.138,2.54,Earth,1.4,Earth,0.0781,0.036413416,0,2,,,
579,15.138,2.15,Earth,1.27,Earth,0.11,0.061327856,0,2,,,
579,15.138,1.71,Earth,1.17,Earth,0.432,0.3556468,0.04,2,,,
2678,15.889,3.28,Earth,1.626,Earth,0.0128,0.001642711,0,2,,,
2046,12.825,4.92,Earth,2.065,Earth,0.0953,0.02902122,0,2,,,
3728,14.297,2.57,Earth,1.41,Earth,0.059,0.013415469,0,2,,,
1446,12.516,2.81,Earth,1.487,Earth,0.1151,0.03778234,0,2,,,
4707,15.433,3.95,Earth,1.814,Earth,0.0845,0.024640657,0,2,,,
2670,14.851,2.89,Earth,1.511,Earth,0.036,0.006844627,0,2,,,
1314,12.099,2.32,Earth,1.326,Earth,0.0956,0.031211497,0,2,,,
3159,14.719,3.46,Earth,1.68,Earth,0.032,0.005749486,0,2,,,
1945,14.412,2.93,Earth,1.521,Earth,0.0473,0.010951404,0,2,,,
2778,15.592,4.03,Earth,1.837,Earth,0.0633,0.017248461,0,2,,,
3427,15.152,3.55,Earth,1.706,Earth,0.0504,0.011498973,0,2,,,
3051,15.452,1.87,Earth,1.201,Earth,0.0385,0.007665982,0,2,,,
2321,16.136,3.02,Earth,1.551,Earth,0.0457,0.011225188,0,2,,,
1930,14.971,1.92,Earth,1.21,Earth,0.088,0.028473647,0,2,,,
1930,14.971,22.7,Earth,0.212,Jupiter,0.137,0.0550308,0,2,,,
1413,13.771,6.9,Earth,2,Earth,0.0447,0.009582478,0,2,,,
5025,15.502,3.27,Earth,1.623,Earth,0.042,0.008213553,0,2,,,
3355,15.097,2.77,Earth,1.474,Earth,0.0453,0.009582478,0,2,,,
1123,16.113,1.74,Earth,1.176,Earth,0.0385,0.010403832,0,2,,,
884,16.367,2.51,Earth,1.39,Earth,0.0436,0.012594113,0,2,,,
3430,15.086,2.69,Earth,1.446,Earth,0.0451,0.009308693,0,2,,,
953,13.989,1.63,Earth,1.155,Earth,0.1076,0.040793974,0,2,,,
2491,15.933,1.33,Earth,1.092,Earth,0.0306,0.006570842,0,2,,,
1414,14.336,3.05,Earth,1.56,Earth,0.03,0.005475702,0,2,,,
1414,14.336,2.73,Earth,1.46,Earth,0.045,0.010403832,0,2,,,
,16.092,1.78,Earth,1.184,Earth,0.0536,0.015605749,0,2,,,
880,12.245,1.01,Earth,1.011,Earth,0.0636,0.016427105,0,2,,,
969,12.36,2.41,Earth,1.357,Earth,0.0646,0.01670089,0,2,,,
2858,14.814,2.92,Earth,1.519,Earth,0.1209,0.03887748,0,2,,,
2965,15.474,4.23,Earth,1.89,Earth,0.103,0.035318274,0,2,,,
1939,14.987,2.36,Earth,1.34,Earth,0.087,0.027104722,0,2,,,
1939,14.987,4.12,Earth,1.86,Earth,0.128,0.048459962,0,2,,,
3232,14.454,4.5,Earth,1.96,Earth,0.2846,0.14401095,0,2,,,
1065,12.679,4.63,Earth,1.992,Earth,0.194,0.053661875,0.43,2,,,
2126,14.308,1.04,Earth,1.02,Earth,0.0668,0.01779603,0,2,,,
899,13.447,2.95,Earth,1.53,Earth,0.1025,0.03559206,0,2,,,
2328,15.286,2.91,Earth,1.515,Earth,0.0123,0.001368925,0,2,,,
1070,12.81,1.76,Earth,1.18,Earth,0.0561,0.013415469,0,2,,,
1374,15.246,4,Earth,1.828,Earth,0.0938,0.035865847,0,2,,,
619,13.622,1.68,Earth,1.165,Earth,0.0334,0.007665982,0,2,,,
2605,15.674,3.01,Earth,1.547,Earth,0.0525,0.013689254,0,2,,,
3277,13.868,3.02,Earth,1.549,Earth,0.0571,0.013415469,0,2,,,
,13.586,2.21,Earth,1.289,Earth,0.0597,0.01670089,0,2,,,
1529,12.973,1.01,Earth,1.01,Earth,0.0711,0.019164955,0,2,,,
633,14.569,1.09,Earth,1.033,Earth,0.1022,0.042710472,0,2,,,
3582,14.969,2.89,Earth,1.51,Earth,0.032,0.005749486,0,2,,,
2274,14.845,2.95,Earth,1.527,Earth,0.0871,0.02956879,0,2,,,
2779,13.828,2.07,Earth,1.239,Earth,0.1724,0.074469544,0,2,,,
1976,15.936,2.2,Earth,1.286,Earth,0.0607,0.016974675,0,2,,,
4481,15.875,3.9,Earth,1.802,Earth,0.0625,0.01615332,0,2,,,
1466,12.609,1.69,Earth,1.167,Earth,0.117,0.039151266,0,2,,,
1176,15.989,1.32,Earth,1.089,Earth,0.0563,0.01615332,0,2,,,
4307,15.486,4.86,Earth,2.051,Earth,0.0856,0.025462013,0,2,,,
1563,14.797,1.57,Earth,1.143,Earth,0.0617,0.017522246,0,2,,,
2127,14.863,4.78,Earth,2.03,Earth,0.077,0.022724163,0,2,,,
2127,14.863,3.02,Earth,1.55,Earth,0.197,0.09336071,0,2,,,
4983,15.181,2.26,Earth,1.307,Earth,0.0354,0.006297057,0,2,,,
3400,15.809,3.25,Earth,1.619,Earth,0.0588,0.015331964,0,2,,,
2828,15.146,1.95,Earth,1.215,Earth,0.0783,0.021902807,0,2,,,
,16.363,3.83,Earth,1.781,Earth,0.0322,0.006570842,0,2,,,
1702,13.839,2.4,Earth,1.354,Earth,0.2301,0.11471595,0,2,,,
1581,15.222,1.39,Earth,1.105,Earth,0.0763,0.023545519,0,2,,,
2450,16.303,2.86,Earth,1.5,Earth,0.0696,0.019986311,0,2,,,
3929,15.851,3.47,Earth,1.682,Earth,0.0717,0.018069815,0,2,,,
1472,14.239,4.27,Earth,1.9,Earth,0.138,0.056673512,0,2,,,
937,11.23,2.02,Earth,0.802,Earth,0.0763,0.02053388,0.07,2,,,
937,11.23,2.11,Earth,0.868,Earth,0.1041,0.030937715,0.04,2,,,
1078,11.775,1.04,Earth,1.02,Earth,0.06,0.015331964,0.02,2,,,
1078,11.775,5.3,Earth,1.23,Earth,0.09,0.028199865,0.08,2,,,
1078,11.775,1.98,Earth,1.22,Earth,0.119,0.04298426,0.03,2,,,
1616,13.684,2.96,Earth,1.53,Earth,0.0229,0.003559206,0,2,,,
713,12.035,8.4,Earth,2.209,Earth,0.0835,0.025462013,0.12,2,,,
2172,13.932,3.15,Earth,1.59,Earth,0.09,0.027926078,0,2,,,
930,14.178,3.29,Earth,1.63,Earth,0.045,0.011225188,0,2,,,
930,14.178,4.08,Earth,1.85,Earth,0.113,0.044626966,0,2,,,
2294,14.14,2.36,Jupiter,0.22,Jupiter,0.061,0.014784395,0,2,,,
2294,14.14,33.9,Earth,1.44,Earth,0.1,0.030937715,0,2,,,
2240,13.977,3.86,Earth,1.79,Earth,0.173,0.07036277,0,2,,,
521,13.779,2.89,Earth,1.51,Earth,0.032,0.007665982,0,2,,,
521,13.779,3.33,Earth,1.64,Earth,0.122,0.05557837,0,2,,,
1939,13.507,1.87,Earth,1.2,Earth,0.078,0.021355236,0,2,,,
1939,13.507,3.78,Earth,1.77,Earth,0.111,0.035865847,0,2,,,
1939,13.507,1.81,Earth,1.19,Earth,0.163,0.06406571,0,2,,,
2856,13.164,3.09,Earth,1.57,Earth,0.029,0.004380561,0,2,,,
2856,13.164,2.86,Earth,1.5,Earth,0.044,0.008487337,0,2,,,
2529,13.561,3.29,Earth,1.63,Earth,0.054,0.011498973,0,2,,,
2529,13.561,2.51,Earth,1.39,Earth,0.079,0.02053388,0,2,,,
2529,13.561,1.87,Earth,1.2,Earth,0.103,0.030390145,0,2,,,
2529,13.561,2.79,Earth,1.48,Earth,0.132,0.044626966,0,2,,,
922,12.61,9.7,Earth,1.868,Earth,0.0463,0.010130048,0.03,2,,,
922,12.61,14.3,Earth,1.003,Earth,0.1396,0.053661875,0,2,,,
1009,13.448,2.13,Earth,1.26,Earth,0.048,0.011225188,0,2,,,
1009,13.448,18.3,Earth,1.29,Earth,0.062,0.016427105,0,2,,,
2242,13.129,1.32,Earth,1.09,Earth,0.133,0.044626966,0,2,,,
2071,13.705,3.26,Earth,1.62,Earth,0.036,0.006844627,0,2,,,
1585,13.678,3.26,Earth,1.62,Earth,0.084,0.025735795,0,2,,,
1585,13.678,3.78,Earth,1.77,Earth,0.113,0.040246405,0,2,,,
1585,13.678,23.6,Earth,0.213,Jupiter,0.185,0.08459959,0,2,,,
1585,13.678,3.71,Earth,1.75,Earth,0.314,0.18672141,0,2,,,
3603,13.155,4.08,Earth,1.85,Earth,0.089,0.023545519,0,2,,,
3603,13.155,2.3,Earth,1.32,Earth,0.0505,0.010677618,0,2,,,
2141,14.035,2.79,Earth,1.48,Earth,0.046,0.009856262,0,2,,,
2567,13.823,19.1,Earth,0.251,Jupiter,0.272,0.13114306,0,2,,,
354,8.25,5.08,Earth,1.639,Earth,0.042717,0.007665982,0.02,2,,,
558,13.049,3.09,Earth,1.57,Earth,0.076,0.024640657,0,2,,,
558,13.049,2.33,Earth,1.33,Earth,0.226,0.12566735,0,2,,,
1257,13.97,3.57,Earth,1.71,Earth,0.037,0.007665982,0,2,,,
1257,13.97,15.1,Earth,0.261,Jupiter,0.059,0.015605749,0,2,,,
2551,15.801,2.51,Earth,1.39,Earth,0.038,0.008487337,0,2,,,
2551,15.801,4.54,Earth,1.97,Earth,0.124,0.050924025,0,2,,,
1830,16.294,1.87,Earth,1.2,Earth,0.056,0.0183436,0,2,,,
1830,16.294,4.04,Earth,1.84,Earth,0.111,0.05147159,0,2,,,
3197,15.563,24,Earth,1.55,Earth,0.047,0.010677618,0,2,,,
3197,15.563,0.142,Jupiter,0.203,Jupiter,0.058,0.01451061,0,2,,,
3197,15.563,1.98,Earth,1.22,Earth,0.076,0.022176592,0,2,,,
5365,15.902,2.96,Earth,1.53,Earth,0.038,0.007118412,0,2,,,
635,11.751,36,Earth,0.212,Jupiter,0.849,0.7937029,0,2,,,
2416,15.264,4.82,Earth,2.04,Earth,0.38,0.2513347,0,2,,,
1033,15.813,35.4,Earth,1.73,Earth,0.074,0.027652293,0,2,,,
1033,15.813,24.1,Earth,1.93,Earth,0.114,0.05284052,0,2,,,
1396,16.567,2.18,Earth,1.28,Earth,0.065,0.021355236,0,2,,,
1396,16.567,4.86,Earth,2.05,Earth,0.122,0.0550308,0,2,,,
942,16.014,3.09,Earth,1.57,Earth,0.065,0.022724163,0,2,,,
942,16.014,4.66,Earth,2,Earth,0.132,0.06570842,0,2,,,
2146,15.689,2.57,Earth,1.41,Earth,0.05,0.012867898,0,2,,,
2146,15.689,4.98,Earth,2.08,Earth,0.071,0.022176592,0,2,,,
5868,15.297,3.64,Earth,1.73,Earth,0.034,0.005749486,0,2,,,
5868,15.297,13.5,Earth,2,Earth,0.2747,0.13798769,0,2,,,
2726,13.567,17.6,Earth,2.2,Earth,0.124,0.041889116,0.08,2,,,
2436,15.953,2.45,Earth,1.37,Earth,0.048,0.011225188,0,2,,,
2436,15.953,0.322,Jupiter,2.2,Earth,0.074,0.021902807,0,2,,,
1958,15.489,4.66,Earth,2,Earth,0.109,0.039698835,0,2,,,
2263,15.159,4.62,Earth,1.99,Earth,0.142,0.054757014,0,2,,,
3381,15.747,4.86,Earth,2.05,Earth,0.087,0.026830938,0,2,,,
3381,15.747,15.2,Earth,0.206,Jupiter,0.14,0.0550308,0,2,,,
2810,15.546,0.71,Jupiter,2.18,Earth,0.124,0.04791239,0,2,,,
2810,15.546,3.71,Earth,1.75,Earth,0.04,0.008761123,0,2,,,
2042,15.197,2.86,Earth,1.5,Earth,0.095,0.030663928,0,2,,,
2165,15.199,3.33,Earth,1.64,Earth,0.042,0.009034907,0,2,,,
621,16.37,1.32,Earth,1.09,Earth,0.035,0.009034907,0,2,,,
621,16.37,2.89,Earth,1.51,Earth,0.058,0.01943874,0,2,,,
621,16.37,3.09,Earth,1.57,Earth,0.097,0.042162903,0,2,,,
3774,15.04,3.43,Earth,1.67,Earth,0.051,0.011498973,0,2,,,
2481,15.819,1.51,Earth,1.13,Earth,0.048,0.011225188,0,2,,,
